Complexity,Loss,Equation
72,0.028842742,"(log10(0.7457881 + (x0 * 0.030472506)) * ((x2 + -0.3035379) * x6)) + (((((x9 ^ 0.07967542) * (x7 + 0.7266286)) + log10(0.9651076 * x3)) + (-1.112562 + (x1 * x5))) + (((x2 * log10(x0)) + log10(x4)) + ((log10(x3) + x4) * -1.4323082)))"
74,0.028781716,"(log10(x4) + (((x5 + -0.3828749) * x1) + ((log10(x3) * 0.9726343) + ((log10(x0) * x2) + -1.1131973)))) + (((x4 + log10(x3)) * -1.4204985) + ((log10((x0 * 0.034473117) + 0.7601924) * ((x2 + -0.28660476) * x6)) + ((x7 + 0.8389455) * (x9 ^ 0.0806465))))"
75,0.028775038,"(((x1 * (x5 ^ 0.8347476)) + ((x9 ^ 0.12763624) * exp(x7))) + ((log10(x0) * (x2 + 0.020477153)) + (((x4 + log10(x3)) * -1.4525479) + (log10(x3 * 0.65155506) + -0.7964495)))) + (log10(x4) + (log10((x0 * 0.031687282) + 0.7548029) * ((x2 + -0.31234047) * x6)))"
76,0.028645061,"(((log10((x0 * 0.0334148) + 0.76008517) * (x6 * (x2 + -0.28584194))) + ((x4 + log10(x3 + 0.09164634)) * -1.4323707)) + ((x7 + 0.83739847) * (x9 ^ 0.07600746))) + ((((x5 + -0.38305807) * x1) + ((log10(x3) * 0.96208304) + -1.1191511)) + ((log10(x0) * x2) + log10(x4)))"
78,0.028640544,"(log10((x0 * 0.0334148) + 0.76008517) * (x6 * (x2 + -0.28584194))) + ((((x7 + 0.83739847) * (x9 ^ 0.07600746)) + (-1.4323707 * (x4 + log10(x3 + 0.09164634)))) + (((((x5 + -0.38305807) * x1) + (log10(x3) * 0.96208304)) + -1.1191511) + ((x2 * log10(x0 + -0.123104304)) + log10(x4))))"
80,0.028587857,"((log10(x0 + x8) * x2) + (((log10(x3) * 0.9624712) + -1.1184253) + (((x5 + -0.33780056) * x1) + log10(x4)))) + ((((x4 + log10(x3 + 0.09174673)) * -1.4319205) + (log10((x0 * 0.034449175) + 0.7599554) * ((x2 + -0.28613117) * x6))) + ((x7 + 0.8376322) * (x9 ^ 0.07591059)))"
84,0.028526327,"((log10(x4) + (log10(x0) * ((x9 ^ 0.1611918) + x2))) + log10(x3)) + (((((x5 * x8) * (x1 * -1.6530068)) + -1.2146153) + (log10((x0 * 0.040403925) + 0.68667394) * ((x2 + -0.31432) * x6))) + (((log10(x3 + 0.090756275) + x4) * -1.4478155) + ((x7 + 0.8575312) * (x9 ^ 0.0760643))))"
86,0.028500142,"(((log10(x4) + ((-0.02563504 + log10(x0)) * ((x9 ^ 0.1611918) + x2))) + log10(x3)) + (((x5 * ((x8 * x1) * -1.6530068)) + -1.2146153) + (log10((x0 * 0.040403925) + 0.68667394) * ((x2 + -0.31432) * x6)))) + (((log10(x3 + 0.090756275) + x4) * -1.4478155) + ((x7 + 0.8575312) * (x9 ^ 0.0760643)))"
88,0.028403105,"(((log10(x4) + (log10(x8 + x0) * ((x9 ^ 0.1611918) + x2))) + log10(x3)) + (((x5 * (x8 * (x1 * -1.6530068))) + -1.2146153) + (log10((x0 * 0.040403925) + 0.68667394) * ((x2 + -0.31432) * x6)))) + (((log10(x3 + 0.090756275) + x4) * -1.4478155) + ((x7 + 0.8575312) * (x9 ^ 0.0760643)))"
90,0.02839877,"((((x2 + (x9 ^ 0.16109243)) * log10(x8 + x0)) + log10(x4)) + (log10(x3) + (((x5 * (x8 * -1.653031)) * x1) + -1.2182676))) + ((log10((x0 * 0.04133107) + 0.6794484) * ((x2 + -0.3135858) * x6)) + ((-1.4511873 * (log10(x3 + 0.090583704) + x4)) + ((x7 + 0.8564866) * ((x9 ^ 0.07390342) * 0.98312974))))"
95,0.028386425,"((((x1 * (x8 * -1.6569374)) * ((exp(x8) * -0.62818146) + x5)) + (log10(x3) + log10(x4))) + ((log10(x0 + x8) * ((x9 ^ 0.15286864) + x2)) + -1.0619774)) + (((log10((x0 * 0.041023046) + 0.70096844) * (x6 * (x2 + -0.3225722))) + ((x9 ^ 0.09098504) * (x7 + 0.8624173))) + ((log10(x3 + 0.15295734) + x4) * -1.4832821))"
99,0.028353283,"((((x1 * (-1.653582 * x8)) * ((exp(x8) * -0.37296566) + x5)) + ((log10(x8 + x0) * ((x9 ^ 0.17144242) + x2)) + (log10(x3) + log10(x4)))) + -1.082744) + (((x6 * (x2 + -0.32961437)) * log10((x0 * 0.03666407) + 0.7091098)) + (((x7 + 0.85404384) * ((x7 * x9) ^ 0.088934116)) + ((log10(x3 + 0.08912061) + x4) * -1.4620934)))"
